,Tweets
30,: I can even imagine buying a car from a guy like Elon Musk. What a total dipshit of a human being. 
31, 17841673 @10barclayt 412       reality? a hype rumor outrage machine is reality?
32,"  Drew and Elon, can a new EV company use Tesla's chassis and battery system for their vehicles?"
33, _freedom   One day the truth will come out. Fortunately it wont be too much longer.
34,: Elevating the most despicable extremists on the ‘right’ and inundating the left’s twitter feeds with them is part of Mus…
35,"    That must be why it’s still illegal in most countries. 

Cos it’s SO safe."
36,"1000      No, they are not &amp; no it is not. 

You are coming to that conclusion yourself. They explained everything in their thread. They literally said ""transparency = journalistic integrity."" No specific negative factor was settled on. General Transparency is the ""must have."""
37,: Our future thanks to  
38,_angelkiss  A beautiful soul.
39,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
40," Ofcourse, did you not think they returned? To them money is more important then ideology every time, don't forget that, they need you more then you need them."
41,   Just like a man can’t become a woman 
42,": Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

        …"
43,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
44, You’ve made it a hot bed of Conspiracy theorist.
45,   Biden Whitehouse makes astute factually true observation
46,": Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

        …"
47,": Now that we have some insight into the Hunter laptop coordination, just imagine what  is sitting on related to Co…"
48,": Mainstream media is dying

Ratings falling, Revenue going, Credibility gone ‼️

Sell your shares, get rid of your TV antenna…"
49,"555:  pump?? Check this

 just went live and looks bullish. Still low cap.  

"
50,": Much as I LIKE my  iPhone, I don’t NEED an Apple iPhone. But I do need freedom of speech. We all do, if this countr…"
51,   Weird ads. I block all ads no matter what.
52,  You missed the part where both campaigns were working with Twitter.
53,_oonnee_GUY  _lion 7   C19 shots are NOT a vaccine
54,": What  exposed goes even further than the Hunter Biden scandal.

It reveals how far today's Democrat Party—with Bi…"
55,": To be honest i’m kind of sick of FSD Beta right now. 

I’m going to spend a week going back to driving manually. I am so…"
56,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
57,Georgia voters head to polls in Warnock-Walker Senate runoff – live -  -    
58,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
59, It’s amazing how they attack  for influencing the market but this guy has been literally doing it for years. Making 💴 🖐️ over  🤜
60,": I can't like your tweets again today, Mutuals, because  is still punishing me for I know not what, but I do like a…"
61,: Do you think  should be  person of the year ? Vote below. 
62, Thanks  for doing what you’re doing never went on twitter before you bought it
63,  We knew it all along.  So now we got a stolen Presidential seat occupied by a traitor.
64,  So why the F are you on Twitter? 🤷🏾‍♂️
65,_jay_: my favorite part is the hordes of people being held away at gunpoint lmao
66,_STC     _pete _IceDrilling      Looks too indoorsy....brrrrrrrrr....
67," right, when are the next interesting posts?"
68,    He deleted the tweet.
69,": America’s Frontline Doctors honor our Hippocratic oath, and we stood strong against special interests. We continue to adv…"
70,: “I am selling almost all physical possessions. Will own no house.” 
71,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
72," Well, as long as  has your trust."
73,: Elevating the most despicable extremists on the ‘right’ and inundating the left’s twitter feeds with them is part of Mus…
74,": Now that  stepped forward with the unmasking of the criminal political class in the United States, the question is:…"
75,"Exactly what tinubu enemies did, editing wikipedia jus to create doubt about his age but God shame them all "
76,_bobb   I have seen it on others. Saboteurs are still in the  ranks.
77,@_MCP_signals: Who will be the next😱??? _binance or  or someone else???
78,"  Besides some basic facts, the Wikipedia is not a source of information you can trust, it is leftists-controlled resource."
79,@_MCP_signals: Who will be the next😱??? _binance or  or someone else???
80," 1962 4Life    I wont. Because I wont cross state lines with an assault weapon to antigonize protesters in the hope I get to shoot someone as ""self defense"""
81,"7: ChatGPT recently posted a poem about  and  just LIKED it. 

I think he’s trying to tell us something 👀 ht…"
82,@_MCP_signals: Who will be the next😱??? _binance or  or someone else???
83,": Mainstream media is dying

Ratings falling, Revenue going, Credibility gone ‼️

Sell your shares, get rid of your TV antenna…"
84,  Hiding your age Shrink?
85,"  The left: “Musk spent 44 Billion on Twitter and he’s the worst tyrant in the world.”
Also the left: “Give up your technology for free.” 😂 What an insufferable bunch."
86,"What's our planets magnetic field in Tesla + The amount of Tesla cars?
."
87,"   Elon said you can't question events with mass death like the holocaust, 9/11, or Sandy Hook.

Bush didn't do 9/11 but the responsible party rhymes with ""you know who...""

They just happened to be there ""to film the event"""
88,: All I want for Christmas is for  to bankrupt the main stream media.
89,"_SC1  1     1ntonserver   @42Gnome @_Kel_Varnsen_ 2TheGods 70 @1717mule    6  @429jamesowens     1    _cousin   3xjPOow 1Truth 1  1     777  _dad 1 _Estrada _brock 4   And we'd have less of this👇
"
90,       The point is you have to take on faith either statement.
91," Everytime I click the ""not interested in this tweet"" button for tweets I'm not interested in, somehow they find their way back to my fyp 🤦😭"
92,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
93,"54156075:  My meme


@1goonrich
_binance




 "
94, Too bad he isn't alive to see what you're doing. Your SpaceX is your Magnum Opus
95,  What is biological compute and how is it measured?
96, Dang  is causing earthquakes all over the social media world for change.
97,": What  exposed goes even further than the Hunter Biden scandal.

It reveals how far today's Democrat Party—with Bi…"
98,   What lead to this? Unseen settlements?
99, Just Wow! Is there another planet I can move to yet?  please help.
100,      fix this shit 
101, can we please do away with the fight videos where kids are involved. Adults? Okay. But no kids.
102,": 97% of scientists agree with whoever is funding them.

The other 3% are banned from social networks.

, please rei…"
103," That's because  unleashed free speech. And Democrats have lost followers because the majority of Americans actually LIKE America. 

I didn't see you liberals crying when people were getting banned for stupid reasons. All of a sudden, you're the victim

Get off Twitter."
104,64384697: Let That Be A …..  🌟🌟🌟🌟🌟🇺🇸 🌟🌟🌟🌟🌟🇺🇸  10038   …
105,"    needs some type of surveillance so that if he is harmed, a trusted person can access footage &amp; release if needed. Unfortunately, they use gangs (like Seth rich) to do dirty work. 

Or maybe Elon has a dead man’s switch? 

Idk, but he’s the hope for change we need"
106,": What  exposed goes even further than the Hunter Biden scandal.

It reveals how far today's Democrat Party—with Bi…"
107,"   If you're a traitor, I hope they are."
108,: _2  Yo  free my boy
109,: Elevating the most despicable extremists on the ‘right’ and inundating the left’s twitter feeds with them is part of Mus…
110, Such an important contribution to society bahahahah what are you even doing
111,": America’s Frontline Doctors honor our Hippocratic oath, and we stood strong against special interests. We continue to adv…"
112, Sounds good 😊E😊L😊O😊N😊
113,": 97% of scientists agree with whoever is funding them.

The other 3% are banned from social networks.

, please rei…"
114,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
115,"34690879: 🇪🇹 has shut down the internet at least 22 times since 2016, The blackout affecting Tigray “is the world’s longest uninte…"
116,: Joe Biden and allied leftists angry at  for exposing corporate and political corruption benefitting Joe and Hunter…
117,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
118, _chain69   Let’s see the time will Come then see who is what .. whatever people saying to other they are that  person that’s why they using for others these type word 👍👍🙏🇮🇳
119,"_angelkiss: I may just stay off Twitter today. It blows my mind how many ""humans"" are celebrating the death of Kirstie Alley. Vile,…"
120,": 97% of scientists agree with whoever is funding them.

The other 3% are banned from social networks.

, please rei…"
121,": What  exposed goes even further than the Hunter Biden scandal.

It reveals how far today's Democrat Party—with Bi…"
122,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
123, Once You Verify My RealID*. That Will Link My Old Twitter Account That Has Golden Eagle Inc. Tweets! Or Is That The Issue??   
124,Prove this wrong  
125,_levy: NEW  from me: 's  is under federal investigation for potential violations of animal welfare laws amid…
126,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
127,: Imagine winning a Pulitzer for a fake news story you fell for - and then ignoring the  revelations that your e…
128,: Joe Biden and allied leftists angry at  for exposing corporate and political corruption benefitting Joe and Hunter…
129,40  Yep.. he should be fired
130,"  how crazy is this sink up Elon
"
131,: There are more people on Twitter condemning  for trying to prioritize free-speech then there are condemning Ch…
132, SpaceX Nation?
133,"60% of them are about Hunter Biden's schlong, Elon. It's getting a bit old. "
134,   old news people want to voice what they want stop trying to silence free speach
135, Amen and thank you
136,"_River05    In spite of my staunch pro #2A position, I consider female empowerment one of my core values as a Therapist, when working with women."
137,: Elevating the most despicable extremists on the ‘right’ and inundating the left’s twitter feeds with them is part of Mus…
138,  Has it really Niro
139,: Halloween with my Mom 
140,: Joe Biden and allied leftists angry at  for exposing corporate and political corruption benefitting Joe and Hunter…
141,"12  Same right?!?!?  What the hell is going on ?

I really couldn’t care less about these people."
142,"1 _4_zion 4 1   The German word is made up of two different words haken and cruez which simultaneously means hooked and cross .
Now tell me how it got translated as swastika ?"
143,": This phrase is absolutely TRUE: ""If wars can be started by lies, peace can be started by truth."" I hope  shares ever…"
144,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
145,: Raise your hand if you think  should give ALL of The Twitter Files to  to publish so that they are easily reada…
146,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
147,":  has more than 10 BILLION synthetic shares sold short.   Knows this. Hands down,  the largest case of financial f…"
148,  We no longer have real journalists within the MSM. They’re just mouthpieces for the Democrats &amp; RINOS.😒 
149,"   🧐 plans to launch ? 

So let us guess what will happen to $ELON?

You can now trade $ELON in   with a low gas fee!

Moreover, more than 250K  and 1M  also can be traded in !

🤳Follow up on BitKeep now &gt;&gt; "
150,  Typical
151,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
152,: I have received numerous threats. I am happy to see that Twitter is aware of this problem and taking necessary steps to…
153," 
The Boring Company 
Elon Musk’s Boring Company Ghosts Cities Across America 
"
154," 
 
Musk’s Neuralink faces federal probe, employee backlash over animal tests 
"
155," 
 
 Boston marketing firms urge clients to stop advertising on Twitter 
"
156,"555:  pump?? Check this

 just went live and looks bullish. Still low cap.  

"
157, @_Lia27  That was a joke..
158,  Not any more
159,"  Some will buying cars,im happy buying food.."
160," 888 Lol...  knows what it is, fugazi.... It's all a game.... You make a name, and you can manipulate that fugazi just like play dough."
161,   Cool 😎 💯
162,": ""Make Babies, Not War"" - "
163," Yes, especially full of hate and racism."
164, Big fan of uh Elon musk's Broo Uhh r Soo Good
165,": What  exposed goes further than the massive Hunter Biden scandal (It's really a Joe Biden scandal btw). 

It rev…"
166,"77 _oddworld            

Based on the increasing trend &amp; growing infrastructure, it seems by 2040 the majority of new cars will be electric"
167,"888    All of them? How positively ground-breaking. These revelations will send shockwaves through communities that ... well, have never felt shockwaves.

SHOCKWAVES I tell you! We will never be the same! "
168,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
169,"2020: Hey  ,
Can you suspend Jim Cramer ? He’s impersonating a successful investor. 
Thanks, 
From everyone"
170, Good Morning Elon. Stay Awesome Stay Free. Saw this today. 
171,45race   $ET to the MUTHAFACKIN MOON 🌙 
172,  That's disgusting and that judge needs to go to hell
173,"Dear SantA (  )
All
I
Totally
Want
For
Christmas 🔴🟢
Is
To
Please 
Bring
Periscope 
Back
To
TwittOr 
Please 😊
Thank-U
Your Friend,
BCKNBLK2 
MERRY CHRISTMAS 
♥️🎄🎁 🥛🍪🍪🍪🍪🍪🍪🍪🍪"
174,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
175,"I just have to say that I consider  a true American hero and Patriot.  We'd certainly be in a deeper hole and one that we'd likely not be able to climb out of without his intervention.  God bless you Elon!  Keep the hits coming...
"
176,_Soup:   I have aids
177,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
178,"WTF  I land on someone else' page when I show up here now &amp; NO NOTIFICATIONS 4 the BLASTS at your face? Really? WTF, dude? 
U have RUINED twitter 4 all but  
U kept it 4 people who want 2 rape children. 
Child rapists r your peers, Elon. 

SICK"
179,"2009  *mouth 🤦‍♂️

(where is the correction function while we're at it?)"
180,82:  Another right-wing deputy was illegally suspended on Twitter. The profile of deputy Bia Kicis  has ju…
181,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
182,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
183,: Starship takes beings of Earth to Mars 
184,: Joe Biden and allied leftists angry at  for exposing corporate and political corruption benefitting Joe and Hunter…
185,"Elon Musk suggests Sam Bankman-Fried should go to prison, saying he needs an 'adult timeout in the big house'    "
186,": Say, , what ever happened to your promise to free the banned accounts that had not engaged in criminal activity?…"
187,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
188," 2  Frederick Douglass, one of America’s greatest men in history, in 1860- “To suppress free speech is a double wrong. It violates the rights of the hearer as well as those of the speaker.”"
189, Knocking down liberals and exposing the truth. I like it Elon!
190," 1  It’s because Twitter is an ANTI FREEDMEN RACIST/WIGHT DEGENERATE PLATFORM! It’s best we have our own FREEDMEN CONSCIOUS OWNED social media platform

That way we can talk about our issues and organize with other like minded Freedmen to solve them   ✊🏿"
191,: . Warns : Expect RETALIATION From Biden! 
192,   Why would Biden know in advance? It about death of animals
193,: Raise your hand if you think  should give ALL of The Twitter Files to  to publish so that they are easily reada…
194,"_levy   Just to be clear, this is an important product. Punish the company appropriately but let’s not kill the baby when the bathwater is decontaminated."
195,"42069   Just delete this tweet, Joshua.  It is evident you sit on your brains."
196, how come I keep getting female dropkicks of the dropkick variety trying to add me to their dropkick conversations. You need to sack everyone who studied marketing and got a dropkick qualification in being a professional dropkick.
197,: All I want for Christmas is for  to bankrupt the main stream media.
198,  Thank goodness. no one else seemed to be bringing this up so I thought it was just me lol
199, _lion 7   You are incorrect. Biotechnology and genetic engineering R&amp;D was my father's area of expertise. He founded his company in 1980s. I remember him speaking of mRNA and nanotechnology. He told us before C19 shots rolled out. DON'T take the shots. Not safe !
200, _   There's your answer. We won't need to compete anymore.
201,"   Well maybe someday they’ll be all cracked out and drop their laptops off, only to forget them, then you’ll get your chance."
202,  People with nothing to hide do not hide….
203,: Are you kidding me? They will look into ’s product that will change lives instead of _FTX? Him and …
204,"  TOBI ONE - Blackout!
Let be light!



For the Armed Forces of Ukraine."
205, I absolutely love you!!
206,"CryptoBusy: 6/7

 then founded SpaceX in 2002, however has dealt with multiple launch failures and explosions.

Tesla was also failing hard and at the brink of bankruptcy before it became profitable!"
207,  BRING BACK VINE!
208,"  What say ye?
 
"
209,_patty 12ASMR 150 42069   Ive never seen a new janitor at my work in 3 years. Its probably company by company basis.
210, is the new  when it comes to US gov't agency harassment...
211,  If it turns out to be true about the bidens why is this a bad thing. You not wanting it out there because he's a Democrat makes it bias
212,"   VW (Volkswagen) is the cheap brand-name in Germany, and that why more people driving it in Germany because there can not afford better one.  But the quality is not the greatest. 
I remember a dealer asked me if I'm interested in a VW me NO thanks. When I was looking for a car."
213,This true  ? 
214,42069   TRY SHUTTING THE FUCK UP MORE AND BUZZ OFF WHILE YOUR AT IT...
215,   He knows what he is up against.  He thought about and has planned for such actions before he ever ventured into this “buy”…..This is not his first rodeo
216," I strongly request you to look into 'followers' policy. I always get message 'you cannot follow more person at this time'. I only want to follow back to the handles, which follows me, if found suitable to me. I fail to undestand why this stopper."
217,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
218,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
219,"CryptoBusy: 2/7

And the art of successfully failing will definitely turn into success if you won't give up and keep believing in yourself and your ideas.

Over the years here are  list of failures, and why it's okay to fail: 👇"
220,71555585 Saying it now... Twitter didn't kill itelf. 
221,: Starship takes beings of Earth to Mars 
222,"CryptoBusy:   1/7

We can agree that people have mixed reactions to Elon Musk's  takeover, but we can't deny the fact that he's one of the most successful business minded people.

He failed, and succeeded.

An  Twitter thread.
🧵👇"
223,  1    They’ll use ONLY 1 picture forever.  Haha
224,": Now that we have some insight into the Hunter laptop coordination, just imagine what  is sitting on related to Co…"
225,_half_awake _angelkiss  Hate filled liberal cultist.  You're canceled.
226," 77 1  1 6 1 7 2 75719238   3XYDOG3VAD3R   _x23  69 _artsNcrafts   64351512  369r 87187471 1    25        Wolve tend to stay in packs and i like to think of humans as the same...The elder stay in the front of the pack in order to set the pace. The ""lone wolf"" you speak of stays at the back of the pack to fend of predators that the elder and young can't fight off..."
227,"_angelkiss: I may just stay off Twitter today. It blows my mind how many ""humans"" are celebrating the death of Kirstie Alley. Vile,…"
228,  You are my hero. I am not entirely sure why. I do know that you are probably the last in my series of heros. So many before you have let me down. I have a good feeling about you. Thank you for giving me someone to believe in. Keep on 'Musking' !  
229,1Ray  They keep pushing the time out! ⏲️
230,"59 _Pines 1979  Correct, but the 1st amendment is only violated if the suppressor is the government. Get it straight!!"
231,"_Man: Hey  
Could your power system completely power something the size of like, a ship with electric engines,with waves…"
232,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
233, seems like the kind of guy who would update his Twitter using a Nintendo 3DS just because nobody else does it.
234,"555:  pump?? Check this

 just went live and looks bullish. Still low cap.  

"
235,1954   Maybe you’re just not worth advertising to.
236,"  Selfish and egocentric, is everything always about you.."
237,":  to the moooooon! 🚀🚀🚀🤩🤩🤩🔥🔥🔥👾👾👾👽👽👽

          …"
238,"Never give orders to criminals. Not your fault.
   
     _cook  _Herzog   
    3     "
239,Just paid $145 after fees for a $100 ticket on Ticketmaster. Will you please add a ticketing feature to Twitter and save us 
240,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
241,: Starship takes beings of Earth to Mars 
242, Elon u r doing such steller wirk yet those who would champion u can only put their $ n to “ put your money where your mouth is”  are shut out???  Do we need a new stock viehicle or million $ blocks?  Where is our avenue to help?????
243,  Elon divest yourself of the idea that there is a coordinated attack on you as a person and invest in the idea that your decisions are the direct reason for the attacks.  There was a time when you were celebrated by those same people.  This all boils down to recent decisions.
244,"  I’ve never liked ADs or commercials. The products are never anything I need. And besides, I have no money to buy anything. So, I always think “why are they showing me this AD, I have no money and it’s irrelevant.”"
245,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
246,187   _955    13 look at my replies and the number of assertions by you and others about a creator. That had nothing to do with our laws by the way.
247,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
248,: The Left is furious with  for exposing corporate and political corruption. 
249,"  12  That ponzi schemer has made reuseable rockets, a constellation of internet satellites, viable electric vehicles that are now among the best in the world and is on a clear path to solving generalised autonomous driving. Why the jealousy?"
250, Shut up nerd
251,   Read your story on mediate. Are you a journalist or an opinion writer?? Biggest non story clickbait of the day.
252,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
253,": The Presale will be next week! 🤩

Presale details will be shared shortly! ✅️

    …"
254,"2  Slight correction - ""After what   and  revealed...""

Miranda showed the actual connection to the FBI, thus showing a violation of 1A by our government (in collusion with Twitter.)"
255,  But the GOP did the same shit 🤡 like what???
256,: It’s not a coincidence that Biden launched a federal investigation into  just days after Elon exposed the trut…
257,": In your opinion, how well has  done as the new Twitter CEO?"
258,: All I want for Christmas is for  to bankrupt the main stream media.
259,   In recent years I’m more convinced than ever that most doctors just follow the same script.
260,"  Lots of right wing would love a Tesla, only problem is its cost and most trailer parks charge extra for electricity..lol"
261,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
262,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
263,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
264,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
265,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
266,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
267, Is this Loss
268,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
269,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
270,  No weren’t. Just more performative nonsense.
271,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
272,"    Nor will they.  Any coverage is an acknowledgment of a failure of due diligence on their part.  Or blatant, biased  partisanship. They’ll learn how to better cover their tracks for the next time."
273,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
274,":  to the moooooon! 🚀🚀🚀🤩🤩🤩🔥🔥🔥👾👾👾👽👽👽

          …"
275,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
276,"_MacDonald It's not shadowbanning, it's stopping the army of bots who were spreading propaganda, insulting anyone who is not on their side. Good, they are gone, they should be. Thanks "
277,": We heard about “Russia collusion” on every TV station for years. 

Now  has exposed blatant Democrat campaign co…"
278,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
279,": Welcome to  !!!

More infos soon!

Presale soon! 

Stay tuned! 😎💪

👾👾👾👽👽👽🚀🚀🚀

    #…"
280,  They really need to update the report function.
281,:   Don’t forget Blackrockneurotech (Neuralink’s competitor): 32 ppl worldwide have a Blackrock’s…
282,"1972: Hey ,

Can you please release any info you have on collusion between Twitter and the  government…"
283,: So transparency champion   hasn't done a major media interview since buying Twitter. We invited him on the …
284,@1bigJawBone I do not understand why Twitter shuts you down by following people back? 
285,____  Richard Cranium
286,   When is it going to be released ?
287,7700 @23SkidooSt   A chain of communication isn't a back door.  Obviously people have contacts.  Same goes when one of them wants to report something to fox or cnn or whatever.  They don't call the switchboard and ask for the news department.  They connect with the contacts they've had all along.
288,":  to the moooooon! 🚀🚀🚀🤩🤩🤩🔥🔥🔥👾👾👾👽👽👽

          …"
289,"   , Im a 23 year old South African Indian, I'm not asking for much but if you ever see this tweet please quote me back  to know that you read my tweet it would mean the world to me to know I have engaged with you at some level much love from Durban♥️♥️♥️"
290, Apple ads are back 
291,": The Presale will be next week! 🤩

Presale details will be shared shortly! ✅️

    …"
292,": The Presale will be next week! 🤩

Presale details will be shared shortly! ✅️

    …"
293,  $Ducker. That's the tweet.
294, Trump didn’t say terminate the constitution. He said terminate portion in constitution dealing with election because 2020 election was fraudulent.  just proved democrats and the FBI interfered in the 2020 election. And 2016 with Clinton/Obama.
295,: The Left is furious with  for exposing corporate and political corruption. 
296, have bots become humans and humans become bots? The hubris when journalist copy and paste on the same platform and think this is an original thought. 
297,"1     How about Michigan 2020?

Not more votes than registered voters. "
298,": SOURCES: McConnell Caves to Pelosi, Schumer, Allows JCPA Media Cartel Bailout Bill to Be Included in Defense Package -- Woul…"
299,   Seems like it’s Fox who is being sued by Dominion for political corruption. Fox is a corporation correct. Seems like they fit both categories.
300,:  _India   _india  _India 20_India  _Scindia…
301," 3  There are two persons with blond hair… I know I know, the Japanese artist considered black people with dyed hair. Why would the Japanese artist draw black people to begin with? This picture is about the animals and the biblical context, the rest is your personal interpretation."
302,_oldbind    🤣🤣🤣. ThIs is nothing to do with Republicans. I support neither. But. This is all DEMOCRATS. DISGUSTING.
303,"@2Sluggo2 4519       I’m sorry, do you think the Democratic Party is run by the government?"
304,  Allah want to be faceless
305,": This phrase is absolutely TRUE: ""If wars can be started by lies, peace can be started by truth."" I hope  shares ever…"
306,": Ready??? Mission ""Moon"" starts soon!!! 🛸🛸🛸🌕🌕🌕👽👾

        …"
307, 6999  It's debatable - I am banning you from my timeline
308, I’ve added all Space X postcodes in USA.
309,"  Because they know if they were to actually tell their remaining straggler viewers what is REALLY going on, they would lose more viewers. They don't care that our entire country is at stake is all about ratings/viewers."
310," 1     1ntonserver   @42Gnome @_Kel_Varnsen_ 2TheGods 70 @1717mule    6  @429jamesowens     1 1H8sGrtzLOL    _cousin   3xjPOow 1Truth 1  1     777  _dad 1 _Estrada _brock 4   I would like to see no parties 
It would make the us vs them mentality less of a factor.  
I am not sure we can put that particular idea back in the bottle, though."
311,2Rice4Ev 2487     She blocked me for disagreeing with her...or maybe it was for showing the proof she lied...either way she can't see my response here because it triggers her too much. How can she keep calling others triggered if she let's them see how the truth triggers her?
312,"Is ’s Twitter still suppressing free speech outside of what is illegal?

Are ideas still being suppressed for purely political reasons?"
313,1971: Rumour has it  is putting a team of medical experts together….to fact check all the Covid misinformation that’s been…
314,: All I want for Christmas is for  to bankrupt the main stream media.
315,"Check my latest video about 

 "
316,"  my friend , Marruecos 🇲🇦 ❤️ Spain🇪🇦 ♻️?  2022  ña "
317,_US: . is using spectacles like the Twitter Files and Assange poll — constructive as they may be — to distract fro…
318,":  to the moooooon! 🚀🚀🚀🤩🤩🤩🔥🔥🔥👾👾👾👽👽👽

          …"
319, Yes Sir.
320,"@4leafcloverofc: 🚨$LUCK will be for LUCKY CHARME Coins what DOGE and SHIBA have been for MEME Coins

🔥PRESALE
⏰DECEMBER 08th | 08:08 UTC…"
